cleaned_complaint;category;category_label
sir ji people dumping waste open plot near sultanpur attracting stray animals please look matter urgently;Waste Management;7
farmers torpa want inform tube well provided government giridih stopped working months requesting resolve soon;Agriculture & Rural Development;0
sir waste nearby slaughterhouse dumped near pakur without treatment kindly take necessary action;Waste Management;7
respected authority sewage water mixing drinking water pipeline giridih worried health children water;Water Quality & Sanitation;8
sir ji strong chemical smell coming industrial area near hazaribagh every night please look matter urgently;Air & Environmental Pollution;1
voltage fluctuation sahibganj damaged several household appliances recently affecting daily work lot;Energy & Sustainability;3
may concern mid day meal quality school become poor recently kindly take necessary action;Education;2
respected sir madam health worker visited village vaccination 45 weeks needs fixed immediately;Public Health;5
resident chatra water supplied tanker nagla basti treated looks dirty requesting resolve soon;Water Quality & Sanitation;8
respected authority factory near tamar releases thick black smoke every day hard breathe requesting resolve soon;Air & Environmental Pollution;1
respected authority wild animals nearby forest keep destroying crops karra night hope quick action side;Agriculture & Rural Development;0
respected authority police patrol night koderma area residents feel unsafe waiting response;Safety & Public Welfare;6
respected sir madam nearest school higher secondary far bero many students drop please look matter urgently;Education;2
may concern old age home jamshedpur enough staff take care residents kindly send someone check soon possible;Safety & Public Welfare;6
sir nearest school higher secondary far silli many students drop needs fixed immediately;Education;2
proper lighting shivpuri street women feel scared walk alone night complaining long time;Safety & Public Welfare;6
sir new transformer promised bundu still installed requesting resolve soon;Energy & Sustainability;3
several incidents chain snatching near ranchi market recently please increase police patrolling area;Safety & Public Welfare;6
sir ji streetlight road near simdega 9 months met several accidents;Infrastructure & Roads;4
resident karra proper sewage system madhopur waste water collects road every day complaining long time;Water Quality & Sanitation;8
every day manjhgaon village still proper electricity connection even promised one kindly send someone check soon possible;Energy & Sustainability;3
sir health worker visited village vaccination 13 weeks requesting resolve soon;Public Health;5
respected sir madam streetlight near girls hostel ramgarh feels unsafe walk night needs fixed immediately;Safety & Public Welfare;6
class 2 student ramgarh computer lab school non functional long time hope quick action side;Education;2
sir ji waste nearby slaughterhouse dumped near palamu without treatment waiting response;Waste Management;7
hello several incidents chain snatching near koderma market recently waiting response;Safety & Public Welfare;6
every morning shivpuri dustbin provided market area rampur people throw garbage road kindly send someone check soon possible;Waste Management;7
dear officer solar street lights installed latehar stopped working within months needs fixed immediately;Energy & Sustainability;3
resident barhi want inform many people jamtara fallen sick diarrhea recent floods complaining long time;Public Health;5
farmers jamtara want inform wild animals nearby forest keep destroying crops rampur night please help us kisano ko troubled;Agriculture & Rural Development;0
strong chemical smell coming industrial area near koderma every night kindly take necessary action;Air & Environmental Pollution;1
respected authority government hospital barhi always even basic medicines hope quick action side;Public Health;5
sir clean drinking water supply pakur past 14 days requesting resolve soon;Water Quality & Sanitation;8
may concern village still proper electricity connection even promised one needs fixed immediately;Energy & Sustainability;3
hello culvert near jamtara collapsed villagers take long detour hope quick action side;Infrastructure & Roads;4
dear officer culvert near ranchi collapsed villagers take long detour requesting resolve soon;Infrastructure & Roads;4
farming kishanpur many years irrigation canal near chatra dry entire season crops dying requesting resolve soon;Agriculture & Rural Development;0
dustbin provided market area chatra people throw garbage road waiting response;Waste Management;7
respected sir madam proper storage facility latehar lot grain gets spoiled every year complaining long time;Agriculture & Rural Development;0
respected sir madam outbreak dengue hazaribagh health department sprayed anything really worried health children;Public Health;5
bridge near sultanpur damaged vehicles struggling cross kindly send someone check soon possible;Infrastructure & Roads;4
school netarhat one teacher entire primary school bokaro needs fixed immediately;Education;2
sir power cut dumka 43 hours every day please send electrician check meter wiring;Energy & Sustainability;3
residents devgarh street want inform dustbin provided market area latehar people throw garbage road waiting response;Waste Management;7
electricity meter installed house showing wrong readings waiting response;Energy & Sustainability;3
respected sir madam hand pump village broken 45 days walk far fetch water please send someone test water quality soon;Water Quality & Sanitation;8
sir ji outbreak dengue devgarh health department sprayed anything complaining long time;Public Health;5
travel chaibasa daily bridge near bishnupur damaged vehicles struggling cross please look matter urgently;Infrastructure & Roads;4
respected sir madam railway crossing near chaibasa gate dangerous pedestrians please look matter urgently;Safety & Public Welfare;6
nearest school higher secondary far silli many students drop kindly send someone check soon possible;Education;2
respected authority school boundary wall safe exam season requesting resolve soon;Education;2
dear officer public toilet near devgarh water connection cannot used worried health children water;Water Quality & Sanitation;8
respected sir madam transformer near dumka keeps tripping causing frequent power fluctuations;Energy & Sustainability;3
hello air quality nagla basti become bad family keeps coughing hope quick action side;Air & Environmental Pollution;1
sir stone crushing unit near netarhat covers entire area dust every afternoon needs fixed immediately;Air & Environmental Pollution;1
respected sir madam new transformer promised sahibganj still installed affecting daily work lot;Energy & Sustainability;3
respected sir madam village still proper electricity connection even promised one hope quick action side;Energy & Sustainability;3
respected authority footpath near giridih broken long time difficult elderly people walk waiting response;Infrastructure & Roads;4
sir electricity meter installed house showing wrong readings requesting resolve soon;Energy & Sustainability;3
hello nearest school higher secondary far pathalgaon many students drop hope quick action side;Education;2
residents madhopur want inform electricity bill month unusually high even though usage increased please look matter urgently;Energy & Sustainability;3
respected sir madam footpath near sultanpur broken long time difficult elderly people walk;Infrastructure & Roads;4
run small shop bishnupur new transformer promised barhi still installed hope quick action side;Energy & Sustainability;3
farmers sultanpur want inform fields flooded recent rains compensation given us please help us soon possible;Agriculture & Rural Development;0
every morning sahibganj garbage collection point near barhi cleared weeks smells bad smell become unbearable residents;Waste Management;7
residents kishanpur village want inform water supplied tanker tamar treated looks dirty needs fixed immediately;Water Quality & Sanitation;8
respected authority solar street lights installed chandpur stopped working within months please look matter urgently;Energy & Sustainability;3
hello proper lighting bundu street women feel scared walk alone night feel safe neighbourhood anymore;Safety & Public Welfare;6
sir rainy season road near bokaro gets completely waterlogged unusable needs fixed immediately;Infrastructure & Roads;4
sir ji loan waiver promised farmers ramgarh still processed please help us soon possible;Agriculture & Rural Development;0
sir ji stone crushing unit near deoghar covers entire area dust every afternoon please help us soon possible;Air & Environmental Pollution;1
respected authority primary health centre manjhgaon doctor available days kindly take necessary action;Public Health;5
sir farmer gumla received promised fertilizer subsidy year requesting resolve soon;Agriculture & Rural Development;0
sir received textbooks even though session started 28 months ago please send teachers school soon;Education;2
resident palamu want inform many people shivpuri fallen sick diarrhea recent floods please help us soon possible;Public Health;5
may concern wild animals nearby forest keep destroying crops deoghar night requesting resolve soon;Agriculture & Rural Development;0
residents nagla basti want inform new transformer promised chaibasa still installed waiting response;Energy & Sustainability;3
residents bokaro colony want bring notice strong chemical smell coming industrial area near torpa every night requesting resolve soon;Air & Environmental Pollution;1
residents madhopur colony want inform cctv cameras installed near torpa market working months kindly take necessary action;Safety & Public Welfare;6
parent devgarh proper lighting netarhat street women feel scared walk alone night please look matter urgently;Safety & Public Welfare;6
resident pathalgaon borewell water locality become hard damaging utensils requesting resolve soon;Water Quality & Sanitation;8
respected authority child suffering fever 33 days local clinic medicines please look matter urgently;Public Health;5
may concern voltage fluctuation khunti damaged several household appliances recently kindly restore power supply soon possible;Energy & Sustainability;3
sir power cut karra 29 hours every day please help us soon possible;Energy & Sustainability;3
sir ji new transformer promised tamar still installed hope quick action side;Energy & Sustainability;3
sir nearest school higher secondary far bishnupur many students drop please look matter urgently;Education;2
respected authority coal transport trucks passing sultanpur spread black dust houses requesting resolve soon;Air & Environmental Pollution;1
sir transformer near karra keeps tripping causing frequent power fluctuations;Energy & Sustainability;3
every day nagla basti solar street lights installed barhi stopped working within months waiting response;Energy & Sustainability;3
respected authority road connecting manjhgaon main highway huge potholes dangerous waiting response;Infrastructure & Roads;4
resident sultanpur hand pump village broken 8 days walk far fetch water please look matter urgently;Water Quality & Sanitation;8
hello garbage collected street netarhat week please look matter urgently;Waste Management;7
parent student nagla basti school mid day meal quality school become poor recently please send teachers school soon;Education;2
respected authority government school building barhi leaking roof classes get disturbed rain hope quick action side;Education;2
respected authority garbage collection point near rampur cleared weeks smells bad waiting response;Waste Management;7
sir ji coal transport trucks passing silli spread black dust houses kindly send someone check soon possible;Air & Environmental Pollution;1
sir electricity meter installed house showing wrong readings kindly restore power supply soon possible;Energy & Sustainability;3
sir ji loan waiver promised farmers madhopur still processed kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
hello streetlight near girls hostel simdega feels unsafe walk night hope quick action side;Safety & Public Welfare;6
hello proper sanitation hospital ward patients getting infections waiting response;Public Health;5
hello playground equipment dumka broken rusted safe children anymore;Safety & Public Welfare;6
respected sir madam air quality bero become bad family keeps coughing kindly send someone check soon possible;Air & Environmental Pollution;1
respected sir madam irrigation canal near khunti dry entire season crops dying kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
sir ji wild animals nearby forest keep destroying crops nagla basti night needs fixed immediately;Agriculture & Rural Development;0
residents hazaribagh street want inform garbage collected street devgarh week please help us soon possible;Waste Management;7
sir dustbin provided market area karra people throw garbage road smell become unbearable residents;Waste Management;7
waste nearby slaughterhouse dumped near palamu without treatment hope quick action side;Waste Management;7
may concern solar street lights installed karra stopped working within months please send electrician check meter wiring;Energy & Sustainability;3
dear officer boundary wall community park madhopur broken children wander onto main road feel safe neighbourhood anymore;Safety & Public Welfare;6
respected sir madam public toilet near rampur water connection cannot used complaining long time;Water Quality & Sanitation;8
respected sir madam electricity meter installed house showing wrong readings kindly send someone check soon possible;Energy & Sustainability;3
run shop near jamtara market dustbin provided market area chandpur people throw garbage road please look matter urgently;Waste Management;7
sir ji health worker visited village vaccination 22 weeks hope quick action side;Public Health;5
school simdega mid day meal quality school become poor recently;Education;2
may concern water pipeline burst 10 days ago dirty muddy water entering homes please help us soon possible;Water Quality & Sanitation;8
may concern dustbin provided market area godda people throw garbage road kindly take necessary action;Waste Management;7
residents simdega colony want bring notice strong chemical smell coming industrial area near pakur every night requesting resolve soon;Air & Environmental Pollution;1
commuters silli road want inform culvert near torpa collapsed villagers take long detour please repair road someone gets seriously hurt;Infrastructure & Roads;4
farmers shivpuri want inform irrigation canal near chaibasa dry entire season crops dying waiting response;Agriculture & Rural Development;0
residents torpa village want inform water pipeline burst 3 days ago dirty muddy water entering homes waiting response;Water Quality & Sanitation;8
primary health centre rampur doctor available days waiting response;Public Health;5
respected authority plastic waste burnt openly near jamshedpur every evening kindly send someone check soon possible;Waste Management;7
respected authority boundary wall community park sahibganj broken children wander onto main road;Safety & Public Welfare;6
sir ji boundary wall community park bero broken children wander onto main road;Safety & Public Welfare;6
run small shop chaibasa power supply bishnupur keeps going every time rains kindly take necessary action;Energy & Sustainability;3
sir tap water area turned yellow smells bad worried health children water;Water Quality & Sanitation;8
run small shop netarhat village still proper electricity connection even promised one kindly take necessary action;Energy & Sustainability;3
hello garbage collected street gumla week please look matter urgently;Waste Management;7
respected authority smoke nearby thermal plant made difficult breathe giridih lately please help us soon possible;Air & Environmental Pollution;1
dear officer factory near rampur releases thick black smoke every day hard breathe kindly send someone check soon possible;Air & Environmental Pollution;1
sir ji sewage water mixing drinking water pipeline latehar kindly send someone check soon possible;Water Quality & Sanitation;8
travel tamar daily culvert near chaibasa collapsed villagers take long detour please repair road someone gets seriously hurt;Infrastructure & Roads;4
may concern children falling sick drinking water supplied jamtara kindly take necessary action;Water Quality & Sanitation;8
sir ji power supply sultanpur keeps going every time rains please look matter urgently;Energy & Sustainability;3
residents devgarh village want inform water supplied tanker chatra treated looks dirty worried health children water;Water Quality & Sanitation;8
commuters jamtara road want inform footpath near ranchi broken long time difficult elderly people walk please help us soon possible;Infrastructure & Roads;4
may concern brick kiln near village releases smoke day crops getting affected requesting resolve soon;Air & Environmental Pollution;1
dear officer primary health centre koderma doctor available days kindly send someone check soon possible;Public Health;5
hello bridge near deoghar damaged vehicles struggling cross please look matter urgently;Infrastructure & Roads;4
respected sir madam public toilet near sahibganj water connection cannot used please send someone test water quality soon;Water Quality & Sanitation;8
travel dumka daily culvert near devgarh collapsed villagers take long detour please look matter urgently;Infrastructure & Roads;4
may concern government school building latehar leaking roof classes get disturbed rain please send teachers school soon;Education;2
hello power supply koderma keeps going every time rains please help us soon possible;Energy & Sustainability;3
writing behalf residents bishnupur many people chatra fallen sick diarrhea recent floods complaining long time;Public Health;5
sir ji people dumping waste open plot near devgarh attracting stray animals kindly take necessary action;Waste Management;7
proper storage facility netarhat lot grain gets spoiled every year complaining long time;Agriculture & Rural Development;0
respected sir madam garbage collection point near nagla basti cleared weeks smells bad smell become unbearable residents;Waste Management;7
hello power cut madhopur 5 hours every day kindly take necessary action;Energy & Sustainability;3
respected sir madam new transformer promised palamu still installed affecting daily work lot;Energy & Sustainability;3
sir road dug pipeline work 33 months ago still repaired complaining long time;Infrastructure & Roads;4
every day going work ramgarh footpath near lakhanpur broken long time difficult elderly people walk requesting resolve soon;Infrastructure & Roads;4
every day going work lakhanpur road dug pipeline work 41 months ago still repaired complaining long time;Infrastructure & Roads;4
primary health centre karra doctor available days please look matter urgently;Public Health;5
respected authority nearest hospital bokaro far transport emergencies kindly send someone check soon possible;Public Health;5
sir ji boundary wall community park shivpuri broken children wander onto main road please look matter urgently;Safety & Public Welfare;6
respected sir madam open drains near madhopur overflowing spreading foul smell street hope quick action side;Water Quality & Sanitation;8
sir farmer bero fields flooded recent rains compensation given us please help us soon possible;Agriculture & Rural Development;0
dear officer road connecting giridih main highway huge potholes dangerous kindly install streetlights stretch soon possible;Infrastructure & Roads;4
living pakur many years clean drinking water supply shivpuri past 37 days waiting response;Water Quality & Sanitation;8
health worker visited village vaccination 21 weeks hope quick action side;Public Health;5
respected sir madam stagnant water collected near sanitation tank khunti weeks hope quick action side;Water Quality & Sanitation;8
commuters tamar road want inform road divider near bokaro market broken causing traffic problems every day requesting resolve soon;Infrastructure & Roads;4
respected sir madam primary health centre ramgarh doctor available days please help us soon possible;Public Health;5
hello road dug pipeline work 33 months ago still repaired please help us soon possible;Infrastructure & Roads;4
dear officer people dumping waste open plot near gumla attracting stray animals kindly send someone check soon possible;Waste Management;7
sir ji proper lighting shivpuri street women feel scared walk alone night needs fixed immediately;Safety & Public Welfare;6
sir ji bridge near koderma damaged vehicles struggling cross please look matter urgently;Infrastructure & Roads;4
may concern sewage water mixing drinking water pipeline pakur kindly send someone check soon possible;Water Quality & Sanitation;8
sir ji government school building jamtara leaking roof classes get disturbed rain kindly arrange missing textbooks exams;Education;2
hello road dug pipeline work 33 months ago still repaired please repair road someone gets seriously hurt;Infrastructure & Roads;4
respected sir madam police patrol night netarhat area residents feel unsafe kindly take necessary action;Safety & Public Welfare;6
class 33 student hazaribagh mid day meal quality school become poor recently please send teachers school soon;Education;2
every day going work tamar culvert near ramgarh collapsed villagers take long detour kindly send someone check soon possible;Infrastructure & Roads;4
living deoghar many years water supplied tanker chaibasa treated looks dirty waiting response;Water Quality & Sanitation;8
power supply dumka keeps going every time rains needs fixed immediately;Energy & Sustainability;3
dear officer water supplied tanker bokaro treated looks dirty requesting resolve soon;Water Quality & Sanitation;8
every day silli electricity meter installed house showing wrong readings please send electrician check meter wiring;Energy & Sustainability;3
respected authority child suffering fever 28 days local clinic medicines;Public Health;5
respected authority public toilet near sahibganj water connection cannot used waiting response;Water Quality & Sanitation;8
streetlight road near bokaro 26 months kindly install streetlights stretch soon possible;Infrastructure & Roads;4
sir ji several incidents chain snatching near karra market recently hope quick action side;Safety & Public Welfare;6
sir ji railway crossing near koderma gate dangerous pedestrians please help us soon possible;Safety & Public Welfare;6
public toilet near pakur water connection cannot used please look matter urgently;Water Quality & Sanitation;8
travel silli daily road divider near simdega market broken causing traffic problems every day please repair road someone gets seriously hurt;Infrastructure & Roads;4
farming khunti many years tube well provided government ranchi stopped working months kindly take necessary action;Agriculture & Rural Development;0
every evening pathalgaon strong chemical smell coming industrial area near dhanbad every night hope quick action side;Air & Environmental Pollution;1
child unwell mosquito breeding near stagnant water koderma causing malaria cases rise really worried health children;Public Health;5
namaste sir main ek kisan hoon rampur village tube well provided government bero stopped working months requesting resolve soon;Agriculture & Rural Development;0
respected sir madam health worker visited village vaccination 44 weeks kindly arrange medicines health camp area;Public Health;5
sir air quality ramgarh become bad family keeps coughing complaining long time;Air & Environmental Pollution;1
respected authority drainage near market netarhat blocked garbage overflowing waiting response;Waste Management;7
may concern road divider near chatra market broken causing traffic problems every day please look matter urgently;Infrastructure & Roads;4
cctv cameras installed near dumka market working months feel safe neighbourhood anymore;Safety & Public Welfare;6
every evening bokaro smoke nearby thermal plant made difficult breathe madhopur lately please help us soon possible;Air & Environmental Pollution;1
sir boundary wall community park dhanbad broken children wander onto main road please increase police patrolling area;Safety & Public Welfare;6
stay near industrial area bero brick kiln near village releases smoke day crops getting affected;Air & Environmental Pollution;1
may concern crop insurance claim last season still paid farmers jamtara kindly take necessary action;Agriculture & Rural Development;0
resident palamu water supplied tanker nagla basti treated looks dirty needs fixed immediately;Water Quality & Sanitation;8
resident palamu boundary wall community park giridih broken children wander onto main road please increase police patrolling area;Safety & Public Welfare;6
hello waste nearby slaughterhouse dumped near latehar without treatment complaining long time;Waste Management;7
run small shop dumka electricity meter installed house showing wrong readings please send electrician check meter wiring;Energy & Sustainability;3
sir ji nearest school higher secondary far netarhat many students drop hope quick action side;Education;2
resident tamar want inform health worker visited village vaccination 26 weeks please look matter urgently;Public Health;5
respected sir madam tube well provided government torpa stopped working months needs fixed immediately;Agriculture & Rural Development;0
respected authority government school building pakur leaking roof classes get disturbed rain needs fixed immediately;Education;2
sir ji old age home barhi enough staff take care residents please look matter urgently;Safety & Public Welfare;6
run shop near simdega market garbage collected street dumka week kindly clear waste becomes health hazard;Waste Management;7
sir tube well provided government nagla basti stopped working months kindly send someone check soon possible;Agriculture & Rural Development;0
dear officer cctv cameras installed near palamu market working months;Safety & Public Welfare;6
outbreak dengue nagla basti health department sprayed anything please send doctor health centre soon;Public Health;5
parent student khunti school government school building sahibganj leaking roof classes get disturbed rain kindly arrange missing textbooks exams;Education;2
respected sir madam boundary wall community park pathalgaon broken children wander onto main road requesting resolve soon;Safety & Public Welfare;6
residents tamar colony want inform old age home koderma enough staff take care residents kindly send someone check soon possible;Safety & Public Welfare;6
residents pakur village want inform hand pump village broken 30 days walk far fetch water please help us soon possible;Water Quality & Sanitation;8
sir ji open manholes manjhgaon road risky night;Infrastructure & Roads;4
residents nagla basti village want inform public toilet near netarhat water connection cannot used kindly repair pipeline people fall sick;Water Quality & Sanitation;8
sir ji streetlight road near karra 27 months requesting resolve soon;Infrastructure & Roads;4
plastic waste burnt openly near tamar every evening complaining long time;Waste Management;7
every morning simdega waste nearby slaughterhouse dumped near chandpur without treatment please send garbage truck area regularly;Waste Management;7
sir ji dustbin provided market area tamar people throw garbage road complaining long time;Waste Management;7
respected authority garbage collection point near karra cleared weeks smells bad kindly send someone check soon possible;Waste Management;7
travel ranchi daily road dug pipeline work 42 months ago still repaired needs fixed immediately;Infrastructure & Roads;4
every day going work sahibganj streetlight road near gumla 44 months please repair road someone gets seriously hurt;Infrastructure & Roads;4
may concern garbage collected street tamar week complaining long time;Waste Management;7
culvert near shivpuri collapsed villagers take long detour please look matter urgently;Infrastructure & Roads;4
respected sir madam government hospital chatra always even basic medicines waiting response;Public Health;5
respected sir madam burning garbage open near colony causes heavy smoke every evening children developing breathing problems smoke;Air & Environmental Pollution;1
dear officer nearest school higher secondary far ramgarh many students drop complaining long time;Education;2
may concern nearest school higher secondary far khunti many students drop kindly take necessary action;Education;2
culvert near dumka collapsed villagers take long detour requesting resolve soon;Infrastructure & Roads;4
may concern received soil testing results even applying 44 weeks ago needs fixed immediately;Agriculture & Rural Development;0
residents giridih colony want bring notice stone crushing unit near karra covers entire area dust every afternoon complaining long time;Air & Environmental Pollution;1
dear officer wild animals nearby forest keep destroying crops ramgarh night complaining long time;Agriculture & Rural Development;0
may concern strong chemical smell coming industrial area near dhanbad every night complaining long time;Air & Environmental Pollution;1
every evening dhanbad cannot sit outside evening smoke nearby factory chimney please look matter urgently;Air & Environmental Pollution;1
sir water pipeline burst 24 days ago dirty muddy water entering homes kindly take necessary action;Water Quality & Sanitation;8
streetlight road near simdega 16 months kindly send someone check soon possible;Infrastructure & Roads;4
parent student bokaro school school boundary wall safe exam season kindly send someone check soon possible;Education;2
respected sir madam received textbooks even though session started 11 months ago;Education;2
run shop near barhi market dustbin provided market area godda people throw garbage road needs fixed immediately;Waste Management;7
sir government school building silli leaking roof classes get disturbed rain kindly send someone check soon possible;Education;2
stone crushing unit near barhi covers entire area dust every afternoon please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
hello several incidents chain snatching near bero market recently waiting response;Safety & Public Welfare;6
may concern loan waiver promised farmers ranchi still processed kindly take necessary action;Agriculture & Rural Development;0
respected authority burning garbage open near colony causes heavy smoke every evening hope quick action side;Air & Environmental Pollution;1
every evening karra air quality sahibganj become bad family keeps coughing please look matter urgently;Air & Environmental Pollution;1
may concern received soil testing results even applying 44 weeks ago requesting resolve soon;Agriculture & Rural Development;0
respected sir madam primary health centre shivpuri doctor available days please send doctor health centre soon;Public Health;5
may concern culvert near dhanbad collapsed villagers take long detour complaining long time;Infrastructure & Roads;4
every evening rampur cannot sit outside evening smoke nearby factory chimney kindly take necessary action;Air & Environmental Pollution;1
sir road dug pipeline work 16 months ago still repaired please repair road someone gets seriously hurt;Infrastructure & Roads;4
sir ji waste nearby slaughterhouse dumped near shivpuri without treatment kindly clear waste becomes health hazard;Waste Management;7
respected authority public toilet near hazaribagh water connection cannot used hope quick action side;Water Quality & Sanitation;8
respected sir madam garbage collection point near silli cleared weeks smells bad smell become unbearable residents;Waste Management;7
sir ji ambulance service available kishanpur emergencies hope quick action side;Public Health;5
dear officer power cut barhi 28 hours every day please help us soon possible;Energy & Sustainability;3
hello plastic waste burnt openly near pathalgaon every evening please look matter urgently;Waste Management;7
farmers giridih want inform wild animals nearby forest keep destroying crops torpa night kindly take necessary action;Agriculture & Rural Development;0
respected authority ambulance service available jamshedpur emergencies kindly arrange medicines health camp area;Public Health;5
may concern railway crossing near kishanpur gate dangerous pedestrians kindly take necessary action;Safety & Public Welfare;6
sir received soil testing results even applying 10 weeks ago please help us kisano ko troubled;Agriculture & Rural Development;0
dear officer outbreak dengue pathalgaon health department sprayed anything requesting resolve soon;Public Health;5
sir government hospital pakur always even basic medicines please send doctor health centre soon;Public Health;5
class 3 student gumla school library students access reference books waiting response;Education;2
respected authority garbage collection point near koderma cleared weeks smells bad kindly send someone check soon possible;Waste Management;7
respected authority hand pump village broken 15 days walk far fetch water complaining long time;Water Quality & Sanitation;8
writing behalf residents palamu proper sanitation hospital ward patients getting infections waiting response;Public Health;5
namaste sir main ek kisan hoon giridih village crop insurance claim last season still paid farmers nagla basti kindly send someone check soon possible;Agriculture & Rural Development;0
hello water pipeline burst 18 days ago dirty muddy water entering homes please help us soon possible;Water Quality & Sanitation;8
respected sir madam children falling sick drinking water supplied chaibasa hope quick action side;Water Quality & Sanitation;8
dear officer price getting produce mandi much lower announced msp complaining long time;Agriculture & Rural Development;0
respected sir madam mosquito breeding near stagnant water ramgarh causing malaria cases rise kindly send someone check soon possible;Public Health;5
health worker visited village vaccination 43 weeks please look matter urgently;Public Health;5
hello computer lab school non functional long time please help us soon possible;Education;2
hello voltage fluctuation bero damaged several household appliances recently complaining long time;Energy & Sustainability;3
parent student lakhanpur school received textbooks even though session started 41 months ago please look matter urgently;Education;2
sir ji people dumping waste open plot near hazaribagh attracting stray animals please send garbage truck area regularly;Waste Management;7
stay near industrial area ranchi strong chemical smell coming industrial area near chatra every night waiting response;Air & Environmental Pollution;1
sir ji proper sanitation hospital ward patients getting infections hope quick action side;Public Health;5
dear officer proper sewage system shivpuri waste water collects road every day requesting resolve soon;Water Quality & Sanitation;8
every morning shivpuri plastic waste burnt openly near bundu every evening kindly send someone check soon possible;Waste Management;7
respected authority coal transport trucks passing kishanpur spread black dust houses please help us soon possible;Air & Environmental Pollution;1
may concern irrigation canal near giridih dry entire season crops dying kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
may concern garbage collected street torpa week;Waste Management;7
respected sir madam water community well tastes salty unsafe drink please look matter urgently;Water Quality & Sanitation;8
respected sir madam old age home kishanpur enough staff take care residents please look matter urgently;Safety & Public Welfare;6
may concern footpath near sultanpur broken long time difficult elderly people walk met several accidents;Infrastructure & Roads;4
namaste sir main ek kisan hoon ramgarh village wild animals nearby forest keep destroying crops sahibganj night please look matter urgently;Agriculture & Rural Development;0
sir municipal waste truck skips area days requesting resolve soon;Waste Management;7
hello cctv cameras installed near barhi market working months hope quick action side;Safety & Public Welfare;6
stay near industrial area pakur smoke nearby thermal plant made difficult breathe netarhat lately please help us soon possible;Air & Environmental Pollution;1
run small shop devgarh power supply bishnupur keeps going every time rains kindly take necessary action;Energy & Sustainability;3
writing behalf residents nagla basti nearest hospital chandpur far transport emergencies please help us soon possible;Public Health;5
hello dustbin provided market area bokaro people throw garbage road kindly clear waste becomes health hazard;Waste Management;7
hello playground equipment karra broken rusted safe children anymore requesting resolve soon;Safety & Public Welfare;6
sir ji people dumping waste open plot near giridih attracting stray animals please look matter urgently;Waste Management;7
tube well provided government koderma stopped working months needs fixed immediately;Agriculture & Rural Development;0
stay near industrial area devgarh air quality giridih become bad family keeps coughing complaining long time;Air & Environmental Pollution;1
residents khunti street want inform people dumping waste open plot near latehar attracting stray animals needs fixed immediately;Waste Management;7
farming giridih many years price getting produce mandi much lower announced msp waiting response;Agriculture & Rural Development;0
every evening lakhanpur smoke nearby thermal plant made difficult breathe devgarh lately please look matter urgently;Air & Environmental Pollution;1
respected authority new transformer promised manjhgaon still installed kindly take necessary action;Energy & Sustainability;3
resident shivpuri want inform nearest hospital godda far transport emergencies please look matter urgently;Public Health;5
dear officer water pipeline burst 13 days ago dirty muddy water entering homes hope quick action side;Water Quality & Sanitation;8
parent student silli school internet facility school makes hard access online classes please help us soon possible;Education;2
every morning palamu garbage collection point near torpa cleared weeks smells bad kindly clear waste becomes health hazard;Waste Management;7
farmers bero want inform fields flooded recent rains compensation given us;Agriculture & Rural Development;0
resident lakhanpur public toilet near palamu water connection cannot used kindly send someone check soon possible;Water Quality & Sanitation;8
parent student ranchi school mid day meal quality school become poor recently needs fixed immediately;Education;2
may concern one teacher entire primary school barhi kindly send someone check soon possible;Education;2
residents hazaribagh village want inform factory waste dumped river near chandpur use drinking water kindly repair pipeline people fall sick;Water Quality & Sanitation;8
travel gumla daily road dug pipeline work 7 months ago still repaired requesting resolve soon;Infrastructure & Roads;4
sir coal transport trucks passing pathalgaon spread black dust houses kindly take necessary action;Air & Environmental Pollution;1
sir ji transformer near pathalgaon keeps tripping causing frequent power fluctuations complaining long time;Energy & Sustainability;3
hello received promised fertilizer subsidy year kindly send someone check soon possible;Agriculture & Rural Development;0
streetlight near girls hostel dhanbad feels unsafe walk night kindly repair streetlights safety women children;Safety & Public Welfare;6
sir ji health worker visited village vaccination 38 weeks please send doctor health centre soon;Public Health;5
may concern proper lighting madhopur street women feel scared walk alone night please increase police patrolling area;Safety & Public Welfare;6
sir ji water pipeline burst 37 days ago dirty muddy water entering homes waiting response;Water Quality & Sanitation;8
respected sir madam boundary wall community park bokaro broken children wander onto main road please help us soon possible;Safety & Public Welfare;6
respected sir madam streetlight road near simdega 28 months kindly install streetlights stretch soon possible;Infrastructure & Roads;4
sir ji fields flooded recent rains compensation given us kindly take necessary action;Agriculture & Rural Development;0
may concern railway crossing near khunti gate dangerous pedestrians;Safety & Public Welfare;6
respected authority strong chemical smell coming industrial area near ranchi every night please help us soon possible;Air & Environmental Pollution;1
parent student pathalgaon school one teacher entire primary school bishnupur please send teachers school soon;Education;2
respected authority factory waste dumped river near sultanpur use drinking water waiting response;Water Quality & Sanitation;8
wild animals nearby forest keep destroying crops ranchi night please help us soon possible;Agriculture & Rural Development;0
resident palamu boundary wall community park pathalgaon broken children wander onto main road needs fixed immediately;Safety & Public Welfare;6
respected authority dustbin provided market area netarhat people throw garbage road please look matter urgently;Waste Management;7
